Survived,PassengerId,AgeBand,IsChild,FamilySize,FareCabinInteraction,GenderEncoded,Pclass,FareSurplus,FareSurplusRatio,Embarked
0,97,5,0,1,3.57386695198272,0,1,-0.595799999999997,-0.016902127659574384,1
1,98,3,0,2,4.164465907853638,0,1,28.1083,0.7973985815602836,1
1,99,3,0,2,0.0,1,2,-1.5,-0.11538461538461539,0
0,100,3,0,2,0.0,0,2,0.0,0.0,0
0,101,3,0,1,0.0,1,3,0.04160000000000075,0.005296529245499319,0
0,102,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
0,103,3,0,2,3.6799333064000703,0,1,3.393749999999997,0.09627659574468077,0
0,104,3,0,1,0.0,0,3,0.7999999999999998,0.10185633164421581,0
0,105,4,0,3,0.0,0,3,0.0708000000000002,0.009014285350513126,0
0,106,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,107,3,0,1,0.0,1,3,-0.20419999999999927,-0.025998828652186,0
1,108,3,0,1,0.0,0,3,-0.07919999999999927,-0.010083776832777275,0
0,109,4,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,110,3,0,2,0.0,1,3,0.1957999999999993,0.02492933716992174,2
0,111,4,0,1,3.295836866004329,0,1,-9.25,-0.2624113475177305,0
0,112,2,0,2,0.0,1,3,-0.6270999999999995,-0.07984263196760963,1
0,113,3,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,114,3,0,2,0.0,1,3,1.9707999999999997,0.2509230730055257,0
0,115,2,0,1,0.0,1,3,-0.6250499999999999,-0.07958162511777138,1
0,116,3,0,1,0.0,0,3,0.0708000000000002,0.009014285350513126,0
0,117,5,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
0,118,3,0,2,0.0,0,2,-2.5,-0.19230769230769232,0
0,119,3,0,2,4.826395097890282,0,1,88.5104,2.5109333333333335,1
0,120,0,1,7,0.0,1,3,-3.386342857142857,-0.4311505763977053,0
0,121,3,0,3,0.0,0,2,1.6999999999999993,0.13076923076923072,0
0,122,3,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,123,3,0,2,0.0,0,2,2.035399999999999,0.1565692307692307,1
1,124,3,0,1,2.6390573296152584,1,2,0.0,0.0,0
0,125,4,0,2,3.6799333064000703,0,1,3.393749999999997,0.09627659574468077,0
1,126,1,1,2,0.0,0,3,-2.2333499999999997,-0.28435104784701176,1
0,127,3,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
1,128,3,0,1,0.0,0,3,-0.7124999999999995,-0.09071579537062967,0
1,129,3,0,3,2.4997254733112535,1,3,3.3249500000000003,0.42333401237554436,1
0,130,4,0,1,0.0,0,3,-0.8792,-0.1119401084769932,0
0,131,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,1
0,132,3,0,1,0.0,0,3,-0.8041999999999998,-0.10239107738534795,0
0,133,4,0,2,0.0,1,3,6.6458,0.8461460110514121,0
1,134,3,0,2,0.0,1,2,13.0,1.0,0
0,135,3,0,1,0.0,0,2,0.0,0.0,0
0,136,3,0,1,0.0,0,2,2.0458,0.15736923076923076,1
1,137,3,0,3,3.3062747934011893,1,1,-8.9667,-0.2543744680851064,0
0,138,4,0,2,3.3160025355989236,0,1,-8.7,-0.24680851063829784,0
0,139,2,0,1,0.0,0,3,-3.24585,-0.4132629675842225,0
0,140,3,0,1,3.703768066607687,0,1,4.350000000000001,0.12340425531914898,1
0,141,3,0,3,0.0,1,3,-0.23130000000000006,-0.02944921188663391,1
1,142,3,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,0
1,143,3,0,2,0.0,1,3,0.0708000000000002,0.009014285350513126,0
0,144,3,0,1,0.0,0,3,-1.1041999999999996,-0.14058720175192888,2
0,145,2,0,1,0.0,0,2,-1.5,-0.11538461538461539,0
0,146,3,0,3,0.0,0,2,5.375,0.41346153846153844,0
1,147,3,0,1,0.0,0,3,-0.058399999999999785,-0.007435512210027729,0
0,148,1,1,5,0.0,1,3,0.7395500000000004,0.09415981258434983,0
0,149,4,0,3,2.268683541318364,0,2,-4.333333333333334,-0.33333333333333337,0
0,150,4,0,1,0.0,0,2,0.0,0.0,0
0,151,4,0,1,0.0,0,2,-0.47499999999999964,-0.03653846153846151,0
1,152,3,0,2,3.535145354171894,1,1,-1.9500000000000028,-0.05531914893617029,0
0,153,5,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,154,4,0,3,0.0,0,3,6.6458,0.8461460110514121,0
0,155,3,0,1,0.0,0,3,-0.5416999999999996,-0.0689694685645896,0
0,156,4,0,2,0.0,0,1,26.129199999999997,0.7412539007092198,1
1,157,2,0,1,0.0,1,3,-0.12089999999999979,-0.015393038119732092,2
0,158,3,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,159,3,0,1,0.0,0,3,0.8083,0.10291309108502458,0
0,160,0,1,11,0.0,0,3,2.0815142857142854,0.2650192617598591,0
0,161,4,0,2,0.0,0,3,8.245800000000003,1.0498586743398441,0
1,162,4,0,1,0.0,1,2,2.75,0.21153846153846154,0
0,163,3,0,1,0.0,0,3,-0.07919999999999927,-0.010083776832777275,0
0,164,2,0,1,0.0,0,3,0.8083,0.10291309108502458,0
0,165,0,1,6,0.0,0,3,-1.2396166666666666,-0.1578285078896217,0
1,166,1,1,3,0.0,0,3,-1.0125333333333337,-0.12891616375102924,0
1,167,3,0,2,3.349904087274605,1,1,-7.75,-0.2198581560283688,0
0,168,4,0,6,0.0,1,3,-3.2042,-0.4079600723179955,0
0,169,3,0,1,0.0,0,1,-9.325,-0.2645390070921986,0
0,170,3,0,1,0.0,0,3,0.21662857142857295,0.027581239518801783,0
0,171,5,0,1,3.5409593240373143,0,1,-1.75,-0.04964539007092199,0
0,172,0,1,6,0.0,0,3,-2.0291999999999994,-0.2583585852155534,2
1,173,0,1,3,0.0,1,3,-4.1431,-0.5275012095439382,0
0,174,3,0,1,0.0,0,3,0.0708000000000002,0.009014285350513126,0
0,175,5,0,1,3.4561841799918147,0,1,-4.554200000000002,-0.12919716312056742,1
0,176,2,0,3,0.0,0,3,0.0,0.0,0
0,177,0,1,5,0.0,0,3,-1.4875249999999998,-0.18939229966132767,0
0,178,4,0,1,3.391567832686312,1,1,-6.537500000000001,-0.18546099290780146,1
0,179,3,0,1,0.0,0,2,0.0,0.0,0
0,180,4,0,1,0.0,0,3,-7.8542,-1.0,0
0,181,3,0,11,0.0,1,3,2.0815142857142854,0.2650192617598591,0
0,182,3,0,1,0.0,0,2,2.0500000000000007,0.15769230769230774,1
0,183,1,1,7,0.0,0,3,-0.007324999999999804,-0.0009326220366173263,0
1,184,0,1,4,3.0204248861443626,0,2,6.5,0.5,0
1,185,0,1,3,0.0,1,3,14.1708,1.8042321305798172,0
0,186,3,0,1,3.9318256327243257,0,1,14.75,0.41843971631205673,0
1,187,3,0,2,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
1,188,4,0,1,0.0,0,1,-8.7,-0.24680851063829784,0
0,189,4,0,3,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
0,190,4,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,191,3,0,1,0.0,1,2,0.0,0.0,0
0,192,3,0,1,0.0,0,2,0.0,0.0,0
1,193,3,0,2,0.0,1,3,0.0,0.0,0
1,194,0,1,3,2.268683541318364,0,2,-4.333333333333334,-0.33333333333333337,0
1,195,4,0,1,3.357621598945279,1,1,-7.5291999999999994,-0.21359432624113472,1
1,196,5,0,1,4.307577835214363,1,1,38.010400000000004,1.078309219858156,1
0,197,3,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
0,198,4,0,2,0.0,0,3,0.5499999999999998,0.07002622800539837,0
1,199,3,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
0,200,3,0,1,0.0,1,2,0.0,0.0,0
0,201,3,0,1,0.0,0,3,1.6458000000000004,0.20954393827506307,0
0,202,3,0,11,0.0,0,3,2.0815142857142854,0.2650192617598591,0
0,203,3,0,1,0.0,0,3,-1.3583999999999996,-0.17295205113187845,0
0,204,4,0,1,0.0,0,3,-0.6292,-0.08011000483817575,1
1,205,2,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,206,0,1,2,1.8295769547280114,1,3,-2.6229499999999994,-0.3339550813577448,0
0,207,3,0,2,0.0,0,3,0.0708000000000002,0.009014285350513126,0
1,208,3,0,1,0.0,0,3,1.539550000000001,0.19601614422856575,1
1,209,2,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
1,210,4,0,1,3.4657359027997265,0,1,-4.25,-0.12056737588652482,1
0,211,3,0,1,0.0,0,3,-0.8041999999999998,-0.10239107738534795,0
1,212,3,0,1,0.0,1,2,8.0,0.6153846153846154,0
0,213,3,0,1,0.0,0,3,-0.6041999999999996,-0.07692699447429396,0
0,214,3,0,1,0.0,0,2,0.0,0.0,0
0,215,3,0,2,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
1,216,3,0,2,3.657345786442051,1,1,2.508333333333333,0.07115839243498817,1
1,217,3,0,1,0.0,1,3,0.0708000000000002,0.009014285350513126,0
0,218,4,0,2,0.0,0,2,0.5,0.038461538461538464,0
1,219,3,0,1,4.347586575960343,1,1,41.041700000000006,1.164303546099291,1
0,220,3,0,1,0.0,0,2,-2.5,-0.19230769230769232,0
1,221,2,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,222,3,0,1,0.0,0,2,0.0,0.0,0
0,223,4,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,224,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,225,4,0,2,3.828641396489095,0,1,9.75,0.2765957446808511,0
0,226,3,0,1,0.0,0,3,1.4958,0.19044587609177258,0
1,227,3,0,1,0.0,0,2,-2.5,-0.19230769230769232,0
0,228,3,0,1,0.0,0,3,-0.6041999999999996,-0.07692699447429396,0
0,229,2,0,1,0.0,0,2,0.0,0.0,0
0,230,3,0,5,0.0,1,3,-1.4875249999999998,-0.18939229966132767,0
1,231,3,0,2,3.75507675496542,1,1,6.487499999999997,0.1840425531914893,0
0,232,3,0,1,0.0,0,3,-0.07919999999999927,-0.010083776832777275,0
0,233,5,0,1,0.0,0,2,0.5,0.038461538461538464,0
1,234,0,1,7,0.0,1,3,-0.007324999999999804,-0.0009326220366173263,0
0,235,3,0,1,0.0,0,2,-2.5,-0.19230769230769232,0
0,236,3,0,1,0.0,1,3,-0.3041999999999998,-0.03873087010771305,0
0,237,4,0,2,0.0,0,2,13.0,1.0,0
1,238,1,1,3,0.0,1,2,-4.25,-0.3269230769230769,0
0,239,3,0,1,0.0,0,2,-2.5,-0.19230769230769232,0
0,240,3,0,1,0.0,0,2,-0.7249999999999996,-0.055769230769230745,0
0,241,3,0,2,0.0,1,3,-0.6270999999999995,-0.07984263196760963,1
1,242,3,0,2,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
0,243,3,0,1,0.0,0,2,-2.5,-0.19230769230769232,0
0,244,3,0,1,0.0,0,3,-0.7291999999999996,-0.09284204629370268,0
0,245,3,0,1,0.0,0,3,-0.6292,-0.08011000483817575,1
0,246,4,0,3,3.828641396489095,0,1,9.75,0.2765957446808511,2
0,247,3,0,1,0.0,1,3,-0.07919999999999927,-0.010083776832777275,0
1,248,3,0,3,0.0,1,2,-5.75,-0.4423076923076923,0
1,249,4,0,3,3.306047522339149,0,1,-8.9729,-0.25455035460992903,0
0,250,4,0,2,0.0,0,2,0.0,0.0,0
0,251,3,0,1,0.0,0,3,-0.6041999999999996,-0.07692699447429396,0
0,252,3,0,3,1.8295769547280114,1,3,-2.6229499999999994,-0.3339550813577448,0
0,253,5,0,1,3.3160025355989236,0,1,-8.7,-0.24680851063829784,0
0,254,3,0,2,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,255,4,0,3,0.0,1,3,2.2520499999999997,0.2867319395991953,0
1,256,3,0,3,0.0,1,3,7.3915999999999995,0.9411015762267322,1
1,257,3,0,1,0.0,1,1,43.95,1.246808510638298,1
1,258,3,0,1,3.3956263366127,1,1,-6.416666666666668,-0.182033096926714,0
1,259,3,0,1,0.0,1,1,135.5264,3.8447205673758864,1
1,260,4,0,2,0.0,1,2,0.0,0.0,0
0,261,3,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
1,262,0,1,7,0.0,0,3,-0.007324999999999804,-0.0009326220366173263,0
0,263,4,0,3,3.3160025355989236,0,1,-8.7,-0.24680851063829784,0
0,264,4,0,1,0.0,0,1,-35.25,-1.0,0
0,265,3,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
0,266,4,0,1,0.0,0,2,-2.5,-0.19230769230769232,0
0,267,2,0,6,0.0,0,3,-1.2396166666666666,-0.1578285078896217,0
1,268,3,0,2,0.0,0,3,-0.07919999999999927,-0.010083776832777275,0
1,269,5,0,2,3.9542040759860324,1,1,15.904166666666669,0.4511820330969268,0
1,270,3,0,1,3.8332200289702034,1,1,9.961099999999995,0.2825843971631204,0
0,271,3,0,1,0.0,0,1,-19.75,-0.5602836879432624,0
1,272,3,0,1,0.0,0,3,-7.8542,-1.0,0
1,273,4,0,2,0.0,1,2,-3.25,-0.25,0
0,274,4,0,2,3.4242626545931514,0,1,-5.550000000000001,-0.15744680851063833,1
1,275,3,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
1,276,5,0,2,3.2953219186268687,1,1,-9.263900000000003,-0.2628056737588653,0
0,277,4,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,0
0,278,3,0,1,0.0,0,2,-13.0,-1.0,0
0,279,1,1,6,0.0,0,3,-2.0291999999999994,-0.2583585852155534,2
1,280,3,0,3,0.0,1,3,2.2708000000000004,0.28911919737210673,0
0,281,5,0,1,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
0,282,3,0,1,0.0,0,3,0.0,0.0,0
0,283,2,0,1,0.0,0,3,1.6458000000000004,0.20954393827506307,0
1,284,3,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,285,3,0,1,3.295836866004329,0,1,-9.25,-0.2624113475177305,0
0,286,3,0,1,0.0,0,3,0.8083,0.10291309108502458,1
1,287,3,0,1,0.0,0,3,1.6458000000000004,0.20954393827506307,0
0,288,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,289,4,0,1,0.0,0,2,0.0,0.0,0
1,290,3,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
1,291,3,0,1,0.0,1,1,4.174999999999997,0.11843971631205666,0
1,292,3,0,2,3.8403035630800124,1,1,10.2896,0.29190354609929076,1
0,293,4,0,1,2.630088659632498,0,2,-0.125,-0.009615384615384616,1
0,294,3,0,1,0.0,1,3,0.9958,0.12678566881413766,0
0,295,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
0,296,3,0,1,0.0,0,1,-7.5291999999999994,-0.21359432624113472,1
0,297,3,0,1,0.0,0,3,-0.625,-0.07957525909704362,1
0,298,0,1,4,3.6606728622237554,1,1,2.637500000000003,0.07482269503546107,0
1,299,3,0,1,3.449987545831587,0,1,-4.75,-0.1347517730496454,0
1,300,4,0,2,4.826395097890282,1,1,88.5104,2.5109333333333335,1
1,301,3,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
1,302,3,0,3,0.0,0,3,3.7708000000000004,0.4800998192050114,2
0,303,3,0,1,0.0,0,3,-7.8542,-1.0,0
1,304,3,0,1,2.5915163848462583,1,2,-0.6500000000000004,-0.05000000000000003,2
0,305,3,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
1,306,0,1,4,3.6606728622237554,0,1,2.637500000000003,0.07482269503546107,0
1,307,3,0,1,0.0,1,1,-7.529174999999999,-0.21359361702127655,1
1,308,2,0,2,4.015481713796376,1,1,19.200000000000003,0.5446808510638299,1
0,309,3,0,2,0.0,0,2,-1.0,-0.07692307692307693,1
1,310,3,0,1,3.383189542769255,1,1,-6.785399999999999,-0.19249361702127657,1
1,311,3,0,1,3.7513646968424084,1,1,6.3291499999999985,0.17955035460992905,1
1,312,2,0,5,4.884221369240597,1,1,95.9375,2.721631205673759,1
0,313,3,0,3,0.0,1,2,13.0,1.0,0
0,314,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
0,315,4,0,3,0.0,0,2,-4.25,-0.3269230769230769,0
1,316,3,0,1,0.0,1,3,0.0,0.0,0
1,317,3,0,2,0.0,1,2,0.0,0.0,0
0,318,4,0,1,0.0,0,2,1.0,0.07692307692307693,0
1,319,3,0,3,4.4240481095298865,1,1,47.183350000000004,1.3385347517730497,0
1,320,4,0,3,4.223177434065069,1,1,32.0,0.9078014184397163,1
0,321,3,0,1,0.0,0,3,-0.6041999999999996,-0.07692699447429396,0
0,322,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
1,323,3,0,1,0.0,1,2,-0.6500000000000004,-0.05000000000000003,2
1,324,3,0,3,0.0,1,2,1.5,0.11538461538461539,0
0,325,3,0,11,0.0,0,3,2.0815142857142854,0.2650192617598591,0
1,326,4,0,1,3.8332200289702034,1,1,9.961099999999995,0.2825843971631204,1
0,327,5,0,1,0.0,0,3,-1.6166999999999998,-0.20583891421150466,0
1,328,4,0,1,2.6390573296152584,1,2,0.0,0.0,0
1,329,3,0,3,0.0,1,3,-1.0125333333333337,-0.12891616375102924,0
1,330,2,0,2,3.400850654892709,1,1,-6.260400000000001,-0.1776,1
1,331,3,0,3,0.0,1,3,3.7708000000000004,0.4800998192050114,2
0,332,4,0,1,3.3843902633457743,0,1,-6.75,-0.19148936170212766,0
0,333,4,0,2,3.9542040759860324,0,1,15.904166666666669,0.4511820330969268,0
0,334,2,0,3,0.0,0,3,1.1458000000000004,0.14588373099742818,0
1,335,3,0,2,0.0,1,1,31.575000000000003,0.895744680851064,0
0,336,3,0,1,0.0,0,3,0.04160000000000075,0.005296529245499319,0
0,337,3,0,2,3.535145354171894,0,1,-1.9500000000000028,-0.05531914893617029,0
1,338,4,0,1,4.223177434065069,1,1,32.0,0.9078014184397163,1
1,339,4,0,1,0.0,0,3,0.19580000000000108,0.024929337169921965,0
0,340,4,0,1,3.597312260588446,0,1,0.25,0.0070921985815602835,0
1,341,0,1,3,2.268683541318364,0,2,-4.333333333333334,-0.33333333333333337,0
1,342,3,0,6,4.200954297280359,1,1,30.5,0.8652482269503546,0
0,343,3,0,1,0.0,0,2,0.0,0.0,0
0,344,3,0,1,0.0,0,2,0.0,0.0,0
0,345,4,0,1,0.0,0,2,0.0,0.0,0
1,346,3,0,1,2.6390573296152584,1,2,0.0,0.0,0
1,347,4,0,1,0.0,1,2,0.0,0.0,0
1,348,3,0,2,0.0,1,3,8.245800000000003,1.0498586743398441,0
1,349,0,1,3,0.0,0,3,0.09580000000000055,0.012197295714394917,0
0,350,4,0,1,0.0,0,3,0.8083,0.10291309108502458,0
0,351,3,0,1,0.0,0,3,1.3708,0.17453082427236385,0
0,352,3,0,1,3.58351893845611,0,1,-0.25,-0.0070921985815602835,0
0,353,2,0,3,0.0,0,3,-0.625,-0.07957525909704362,1
0,354,3,0,2,0.0,0,3,1.0458000000000007,0.13315168954190124,0
0,355,3,0,1,0.0,0,3,-0.6292,-0.08011000483817575,1
0,356,3,0,1,0.0,0,3,1.6458000000000004,0.20954393827506307,0
1,357,3,0,2,3.349904087274605,1,1,-7.75,-0.2198581560283688,0
0,358,4,0,1,0.0,1,2,0.0,0.0,0
1,359,3,0,1,0.0,1,3,0.025000000000000355,0.00318301036388179,2
1,360,3,0,1,0.0,1,3,0.025000000000000355,0.00318301036388179,2
0,361,4,0,6,0.0,0,3,-3.2042,-0.4079600723179955,0
0,362,3,0,2,0.0,0,2,14.7208,1.1323692307692308,1
0,363,4,0,2,0.0,1,3,-0.6270999999999995,-0.07984263196760963,1
0,364,3,0,1,0.0,0,3,-0.8041999999999998,-0.10239107738534795,0
0,365,3,0,2,0.0,0,3,-0.10419999999999963,-0.013266787196659066,2
0,366,3,0,1,0.0,0,3,-0.6041999999999996,-0.07692699447429396,0
1,367,5,0,2,4.334017415487521,1,1,40.0,1.1347517730496455,1
1,368,3,0,1,0.0,1,3,-0.625,-0.07957525909704362,1
1,369,3,0,1,0.0,1,3,-0.10419999999999963,-0.013266787196659066,2
1,370,3,0,1,3.573749146860305,1,1,-0.6000000000000014,-0.017021276595744723,1
1,371,3,0,2,4.0332082470129285,0,1,20.191699999999997,0.572814184397163,1
